Message 1,Message 2,Time Difference (seconds)
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.019
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.015
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.015
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.015
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.015
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.015
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.016
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.016
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.016
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.016
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.016
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.596
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.019
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.015
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.013
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.013
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.017
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.015
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.013
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.015
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.013
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.016
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.014
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,0.016
event_added_to_rsp_engine for http://n061-14a.wall2.ilabt.iminds.be:3000/participant6/bvp/,aggregation_event_sent_to_client,0.957
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.263
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.23
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.209
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.18
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.225
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.165
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.197
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.205
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.194
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.174
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.004
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.025
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.004
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.005
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.004
aggregation_event_sent_to_client,publishing_aggregation_event_bucket,0
publishing_aggregation_event_bucket,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.026
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.011
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.061
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.017
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.004
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.008
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.005
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.022
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,publishing_aggregation_event_bucket,0.011
publishing_aggregation_event_bucket,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.006
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.003
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.018
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,publishing_aggregation_event_bucket,0.002
publishing_aggregation_event_bucket,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.003
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.021
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,publishing_aggregation_event_bucket,0
publishing_aggregation_event_bucket,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.002
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.005
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.006
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.004
aggregation_event_sent_to_client,publishing_aggregation_event_bucket,0
publishing_aggregation_event_bucket,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.019
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.006
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.01
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,publishing_aggregation_event_bucket,0
publishing_aggregation_event_bucket,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.032
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,publishing_aggregation_event_bucket,0.005
publishing_aggregation_event_bucket,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.016
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.002
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,publishing_aggregation_event_bucket,0
publishing_aggregation_event_bucket,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.017
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,publishing_aggregation_event_bucket,0
publishing_aggregation_event_bucket,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0.001
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
aggregation_event_sent_to_client,aggregation_event_sent_to_client,0
